lat,lon,month,solar_kwh_m2_day,wind_ms,temp_c
62.0,-60.0,1,0.619,6.124,-23.4
62.0,-60.0,2,1.469,6.105,-21.19
62.0,-60.0,3,3.622,5.715,-13.9
62.0,-60.0,4,5.89,5.426,-2.79
62.0,-60.0,5,7.582,5.048,8.09
62.0,-60.0,6,7.385,3.725,13.71
62.0,-60.0,7,7.608,3.757,15.04
62.0,-60.0,8,5.724,4.101,15.48
62.0,-60.0,9,3.488,4.633,7.89
62.0,-60.0,10,1.895,4.151,-3.3
62.0,-60.0,11,0.631,5.506,-13.66
62.0,-60.0,12,0.0,5.454,-20.82
62.0,-45.0,1,0.583,6.274,-23.52
62.0,-45.0,2,1.598,5.769,-22.86
62.0,-45.0,3,3.466,5.61,-14.55
62.0,-45.0,4,6.125,4.688,-3.54
62.0,-45.0,5,7.567,4.201,6.08
62.0,-45.0,6,7.571,3.587,12.45
62.0,-45.0,7,7.694,3.854,15.45
62.0,-45.0,8,5.785,4.294,11.89
62.0,-45.0,9,3.555,4.609,5.61
62.0,-45.0,10,1.848,4.26,-5.25
62.0,-45.0,11,0.83,5.63,-15.36
62.0,-45.0,12,0.045,5.565,-20.72
62.0,-30.0,1,0.555,6.83,-23.04
62.0,-30.0,2,1.715,5.731,-21.82
62.0,-30.0,3,3.601,5.876,-15.33
62.0,-30.0,4,5.878,5.187,-5.8
62.0,-30.0,5,7.515,4.377,4.41
62.0,-30.0,6,7.308,5.049,12.52
62.0,-30.0,7,7.693,3.759,12.13
62.0,-30.0,8,5.851,3.753,12.24
62.0,-30.0,9,3.546,4.883,4.11
62.0,-30.0,10,1.946,5.347,-7.19
62.0,-30.0,11,0.897,5.822,-15.25
62.0,-30.0,12,0.0,6.442,-23.0
62.0,-15.0,1,0.609,6.839,-24.61
62.0,-15.0,2,1.47,6.221,-23.13
62.0,-15.0,3,3.448,5.697,-14.91
62.0,-15.0,4,5.835,5.272,-6.22
62.0,-15.0,5,7.598,4.824,3.52
62.0,-15.0,6,7.508,4.01,9.82
62.0,-15.0,7,7.674,4.704,12.2
62.0,-15.0,8,5.951,4.393,10.65
62.0,-15.0,9,3.55,4.587,1.86
62.0,-15.0,10,1.999,5.377,-6.05
62.0,-15.0,11,0.873,5.524,-16.39
62.0,-15.0,12,0.174,6.029,-21.81
62.0,0.0,1,0.55,6.387,-25.12
62.0,0.0,2,1.653,6.295,-19.96
62.0,0.0,3,3.595,5.657,-17.27
62.0,0.0,4,6.101,3.74,-5.75
62.0,0.0,5,7.566,4.028,5.21
62.0,0.0,6,7.652,4.652,7.42
62.0,0.0,7,7.638,4.333,10.37
62.0,0.0,8,5.928,4.528,10.56
62.0,0.0,9,3.511,4.969,1.43
62.0,0.0,10,2.197,4.581,-5.02
62.0,0.0,11,0.58,5.269,-16.43
62.0,0.0,12,0.005,5.728,-22.1
62.0,15.0,1,0.656,6.225,-23.89
62.0,15.0,2,1.576,6.153,-23.86
62.0,15.0,3,3.516,5.999,-14.7
62.0,15.0,4,5.983,5.417,-5.52
62.0,15.0,5,7.606,4.878,4.26
62.0,15.0,6,7.447,4.547,10.75
62.0,15.0,7,7.572,4.226,14.36
62.0,15.0,8,5.753,4.186,11.07
62.0,15.0,9,3.363,4.847,4.74
62.0,15.0,10,2.089,5.98,-5.79
62.0,15.0,11,0.717,5.519,-15.75
62.0,15.0,12,0.0,6.749,-20.38
62.0,30.0,1,0.635,7.064,-24.54
62.0,30.0,2,1.554,6.786,-21.26
62.0,30.0,3,3.594,5.967,-11.55
62.0,30.0,4,5.906,4.684,-4.46
62.0,30.0,5,7.452,4.99,7.19
62.0,30.0,6,7.472,4.457,12.29
62.0,30.0,7,7.761,4.288,16.37
62.0,30.0,8,5.694,3.281,14.16
62.0,30.0,9,3.606,4.252,8.62
62.0,30.0,10,1.958,5.168,-3.86
62.0,30.0,11,0.887,5.933,-13.27
62.0,30.0,12,0.096,7.396,-20.97
62.0,45.0,1,0.581,5.818,-22.52
62.0,45.0,2,1.531,5.802,-18.83
62.0,45.0,3,3.256,6.346,-12.48
62.0,45.0,4,5.959,4.666,-2.64
62.0,45.0,5,7.54,4.143,8.56
62.0,45.0,6,7.606,4.76,16.14
62.0,45.0,7,7.709,4.399,18.76
62.0,45.0,8,5.894,3.838,13.55
62.0,45.0,9,3.472,4.902,7.77
62.0,45.0,10,2.026,5.718,-1.19
62.0,45.0,11,0.657,5.57,-12.27
62.0,45.0,12,0.0,5.076,-19.66
62.0,60.0,1,0.852,6.168,-21.38
62.0,60.0,2,1.828,6.275,-19.5
62.0,60.0,3,3.457,5.79,-9.84
62.0,60.0,4,5.972,5.481,0.17
62.0,60.0,5,7.479,5.615,10.54
62.0,60.0,6,7.508,4.384,17.2
62.0,60.0,7,7.796,4.079,19.29
62.0,60.0,8,5.605,4.143,15.9
62.0,60.0,9,3.554,4.914,11.2
62.0,60.0,10,1.878,5.758,-1.76
62.0,60.0,11,0.897,5.672,-11.46
62.0,60.0,12,0.135,6.366,-20.14
62.0,75.0,1,0.835,6.041,-21.35
62.0,75.0,2,1.646,5.678,-19.19
62.0,75.0,3,3.599,5.654,-9.85
62.0,75.0,4,5.909,5.16,-1.34
62.0,75.0,5,7.418,5.325,9.2
62.0,75.0,6,7.526,4.569,18.54
62.0,75.0,7,7.732,4.208,20.39
62.0,75.0,8,5.757,4.38,18.41
62.0,75.0,9,3.515,4.714,8.89
62.0,75.0,10,1.963,5.391,-2.27
62.0,75.0,11,0.878,5.626,-8.44
62.0,75.0,12,0.0,6.238,-19.83
62.0,90.0,1,0.587,6.169,-22.45
62.0,90.0,2,1.359,5.813,-17.88
62.0,90.0,3,3.511,5.476,-12.5
62.0,90.0,4,5.92,5.298,-0.52
62.0,90.0,5,7.658,4.917,10.79
62.0,90.0,6,7.643,4.165,18.36
62.0,90.0,7,7.76,4.257,21.69
62.0,90.0,8,5.615,4.081,16.94
62.0,90.0,9,3.654,4.978,10.03
62.0,90.0,10,2.145,5.552,0.69
62.0,90.0,11,0.638,5.467,-10.59
62.0,90.0,12,0.0,6.546,-19.1
62.0,105.0,1,0.618,6.196,-20.16
62.0,105.0,2,1.89,5.994,-19.21
62.0,105.0,3,3.362,5.408,-10.68
62.0,105.0,4,5.876,5.439,-0.12
62.0,105.0,5,7.621,4.466,8.62
62.0,105.0,6,7.462,4.625,17.37
62.0,105.0,7,7.683,4.248,21.34
62.0,105.0,8,5.762,4.678,17.42
62.0,105.0,9,3.8,4.493,10.17
62.0,105.0,10,1.961,5.619,-0.83
62.0,105.0,11,0.814,5.602,-11.33
62.0,105.0,12,0.0,6.034,-19.55
62.0,120.0,1,0.769,6.048,-23.26
62.0,120.0,2,1.493,6.361,-19.59
62.0,120.0,3,3.71,5.681,-12.71
62.0,120.0,4,5.935,5.04,-2.28
62.0,120.0,5,7.492,4.538,7.43
62.0,120.0,6,7.434,4.575,14.45
62.0,120.0,7,7.964,3.389,16.19
62.0,120.0,8,5.675,4.291,14.59
62.0,120.0,9,3.631,4.565,7.47
62.0,120.0,10,1.904,4.923,-3.05
62.0,120.0,11,0.572,5.087,-14.07
62.0,120.0,12,0.092,6.096,-20.06
62.0,135.0,1,0.342,6.159,-25.43
62.0,135.0,2,1.263,5.141,-20.1
62.0,135.0,3,3.616,5.744,-15.04
62.0,135.0,4,6.339,5.07,-6.63
62.0,135.0,5,7.269,4.204,5.87
62.0,135.0,6,7.485,4.147,11.7
62.0,135.0,7,7.465,3.583,16.48
62.0,135.0,8,5.621,3.85,14.2
62.0,135.0,9,3.789,3.997,6.66
62.0,135.0,10,1.977,5.361,-4.24
62.0,135.0,11,0.815,5.307,-13.97
62.0,135.0,12,0.0,5.78,-20.02
62.0,150.0,1,0.515,5.636,-25.27
62.0,150.0,2,1.428,6.207,-22.9
62.0,150.0,3,3.49,4.412,-14.46
62.0,150.0,4,6.022,4.561,-5.79
62.0,150.0,5,7.507,3.437,3.42
62.0,150.0,6,7.58,3.667,11.14
62.0,150.0,7,7.523,3.708,11.98
62.0,150.0,8,5.983,3.293,11.1
62.0,150.0,9,3.588,4.482,3.86
62.0,150.0,10,2.06,4.921,-8.61
62.0,150.0,11,0.642,5.214,-16.59
62.0,150.0,12,0.049,5.929,-23.79
62.0,165.0,1,0.654,5.443,-25.06
62.0,165.0,2,1.479,5.071,-21.56
62.0,165.0,3,3.643,5.164,-15.86
62.0,165.0,4,5.749,4.862,-6.43
62.0,165.0,5,7.325,4.128,3.62
62.0,165.0,6,7.392,2.924,10.87
62.0,165.0,7,7.681,4.051,14.15
62.0,165.0,8,5.836,3.472,9.71
62.0,165.0,9,3.524,3.815,3.67
62.0,165.0,10,2.078,4.625,-4.15
62.0,165.0,11,0.601,5.469,-17.04
62.0,165.0,12,0.0,5.413,-21.7
64.0,-180.0,1,0.462,5.517,-28.28
64.0,-180.0,2,1.288,6.322,-26.67
64.0,-180.0,3,3.238,5.036,-17.59
64.0,-180.0,4,5.632,5.059,-8.58
64.0,-180.0,5,7.35,4.178,0.67
64.0,-180.0,6,7.531,3.845,10.42
64.0,-180.0,7,7.681,3.17,12.14
64.0,-180.0,8,5.539,3.255,7.69
64.0,-180.0,9,3.451,4.151,1.83
64.0,-180.0,10,1.425,4.361,-6.29
64.0,-180.0,11,0.791,4.939,-19.68
64.0,-180.0,12,0.0,5.241,-25.11
64.0,-165.0,1,0.234,6.006,-28.96
64.0,-165.0,2,1.421,5.346,-23.08
64.0,-165.0,3,3.276,5.066,-18.81
64.0,-165.0,4,5.696,4.99,-6.99
64.0,-165.0,5,7.531,4.433,1.76
64.0,-165.0,6,7.466,3.433,9.65
64.0,-165.0,7,7.536,3.641,14.41
64.0,-165.0,8,5.676,4.537,9.71
64.0,-165.0,9,3.512,3.988,1.88
64.0,-165.0,10,1.71,4.388,-7.31
64.0,-165.0,11,0.597,4.724,-16.07
64.0,-165.0,12,0.0,5.433,-25.37
64.0,-150.0,1,0.603,6.051,-25.74
64.0,-150.0,2,1.304,5.065,-24.26
64.0,-150.0,3,3.344,5.62,-15.91
64.0,-150.0,4,5.733,4.68,-6.19
64.0,-150.0,5,7.519,4.328,2.82
64.0,-150.0,6,7.469,2.938,10.81
64.0,-150.0,7,7.587,4.106,16.09
64.0,-150.0,8,5.698,3.652,13.83
64.0,-150.0,9,3.47,3.89,3.84
64.0,-150.0,10,1.655,5.07,-8.11
64.0,-150.0,11,0.467,4.757,-17.2
64.0,-150.0,12,0.0,6.305,-22.21
64.0,-135.0,1,0.163,5.372,-26.17
64.0,-135.0,2,1.455,5.363,-22.67
64.0,-135.0,3,3.258,5.749,-15.64
64.0,-135.0,4,5.824,3.7,-3.83
64.0,-135.0,5,7.404,4.548,8.23
64.0,-135.0,6,7.25,3.26,13.64
64.0,-135.0,7,7.809,3.265,17.05
64.0,-135.0,8,5.659,3.301,11.34
64.0,-135.0,9,3.36,3.404,7.0
64.0,-135.0,10,1.69,4.126,-3.49
64.0,-135.0,11,0.572,5.784,-15.09
64.0,-135.0,12,0.0,5.885,-23.13
64.0,-120.0,1,0.204,5.614,-25.27
64.0,-120.0,2,1.319,5.82,-21.28
64.0,-120.0,3,3.16,5.745,-14.0
64.0,-120.0,4,5.659,4.606,-3.09
64.0,-120.0,5,7.404,4.617,6.05
64.0,-120.0,6,7.379,3.503,16.69
64.0,-120.0,7,7.528,3.921,19.8
64.0,-120.0,8,5.68,3.62,16.43
64.0,-120.0,9,3.355,4.44,7.02
64.0,-120.0,10,1.653,4.563,-1.75
64.0,-120.0,11,0.547,5.232,-13.38
64.0,-120.0,12,0.0,5.939,-22.16
64.0,-105.0,1,0.283,5.841,-24.78
64.0,-105.0,2,1.44,6.323,-21.8
64.0,-105.0,3,3.231,5.227,-13.85
64.0,-105.0,4,5.601,4.551,-3.61
64.0,-105.0,5,7.548,4.018,8.43
64.0,-105.0,6,7.619,4.224,18.1
64.0,-105.0,7,7.501,4.272,19.01
64.0,-105.0,8,5.684,4.036,16.28
64.0,-105.0,9,3.477,4.264,7.89
64.0,-105.0,10,1.847,4.741,-3.74
64.0,-105.0,11,0.411,5.09,-14.6
64.0,-105.0,12,0.057,5.463,-22.02
64.0,-90.0,1,0.369,6.07,-25.89
64.0,-90.0,2,1.472,5.702,-21.87
64.0,-90.0,3,3.295,5.558,-15.75
64.0,-90.0,4,6.131,4.778,-2.83
64.0,-90.0,5,7.501,4.611,9.95
64.0,-90.0,6,7.213,4.768,16.93
64.0,-90.0,7,7.678,3.819,18.16
64.0,-90.0,8,5.501,3.533,17.6
64.0,-90.0,9,3.365,4.079,7.45
64.0,-90.0,10,1.914,4.624,-2.61
64.0,-90.0,11,0.407,4.932,-15.6
64.0,-90.0,12,0.013,5.577,-20.81
64.0,-75.0,1,0.551,5.933,-25.99
64.0,-75.0,2,1.206,6.603,-21.38
64.0,-75.0,3,3.038,5.909,-14.78
64.0,-75.0,4,5.585,5.344,-3.03
64.0,-75.0,5,7.421,4.983,7.78
64.0,-75.0,6,7.705,3.778,15.1
64.0,-75.0,7,7.493,3.336,19.05
64.0,-75.0,8,5.625,3.788,15.27
64.0,-75.0,9,3.389,4.324,9.8
64.0,-75.0,10,1.684,5.0,-2.59
64.0,-75.0,11,0.717,5.38,-14.27
64.0,-75.0,12,0.0,5.227,-23.99
64.0,-60.0,1,0.408,6.559,-27.48
64.0,-60.0,2,1.34,5.677,-23.53
64.0,-60.0,3,3.324,5.225,-16.37
64.0,-60.0,4,5.901,4.938,-4.65
64.0,-60.0,5,7.489,4.604,5.55
64.0,-60.0,6,7.374,3.865,15.34
64.0,-60.0,7,7.79,4.202,15.91
64.0,-60.0,8,5.743,3.773,14.42
64.0,-60.0,9,3.485,4.379,7.39
64.0,-60.0,10,1.74,4.899,-5.53
64.0,-60.0,11,0.75,5.24,-16.57
64.0,-60.0,12,0.193,6.715,-22.66
64.0,-45.0,1,0.309,5.992,-26.92
64.0,-45.0,2,1.353,6.316,-26.07
64.0,-45.0,3,3.289,5.537,-16.86
64.0,-45.0,4,5.651,4.714,-5.83
64.0,-45.0,5,7.473,5.093,5.76
64.0,-45.0,6,7.291,4.318,10.65
64.0,-45.0,7,7.595,4.158,12.53
64.0,-45.0,8,5.654,4.082,13.1
64.0,-45.0,9,3.496,4.214,2.42
64.0,-45.0,10,1.823,4.788,-5.47
64.0,-45.0,11,0.547,5.61,-18.18
64.0,-45.0,12,0.1,5.989,-24.74
64.0,-30.0,1,0.227,6.935,-28.46
64.0,-30.0,2,1.345,6.062,-26.13
64.0,-30.0,3,3.058,6.246,-18.83
64.0,-30.0,4,5.742,5.187,-5.94
64.0,-30.0,5,7.408,3.735,2.8
64.0,-30.0,6,7.496,4.787,9.43
64.0,-30.0,7,7.719,4.555,11.02
64.0,-30.0,8,5.624,4.336,8.57
64.0,-30.0,9,3.331,4.789,3.7
64.0,-30.0,10,1.761,5.603,-6.93
64.0,-30.0,11,0.638,5.983,-16.4
64.0,-30.0,12,0.02,6.141,-23.89
64.0,-15.0,1,0.367,6.971,-26.48
64.0,-15.0,2,1.335,6.768,-26.01
64.0,-15.0,3,3.346,5.74,-18.03
64.0,-15.0,4,5.799,5.07,-8.51
64.0,-15.0,5,7.427,4.621,1.64
64.0,-15.0,6,7.58,4.69,9.88
64.0,-15.0,7,7.57,4.23,11.99
64.0,-15.0,8,5.507,4.401,9.26
64.0,-15.0,9,3.667,5.002,2.83
64.0,-15.0,10,1.766,4.952,-8.32
64.0,-15.0,11,0.336,5.836,-19.22
64.0,-15.0,12,0.0,6.169,-26.11
64.0,0.0,1,0.337,6.347,-28.78
64.0,0.0,2,1.543,6.123,-24.81
64.0,0.0,3,3.241,5.648,-18.26
64.0,0.0,4,5.666,5.219,-7.34
64.0,0.0,5,7.281,4.858,1.49
64.0,0.0,6,7.235,4.718,8.73
64.0,0.0,7,7.657,4.704,13.65
64.0,0.0,8,5.829,4.679,11.57
64.0,0.0,9,3.375,4.621,2.51
64.0,0.0,10,1.749,5.506,-9.0
64.0,0.0,11,0.466,6.061,-18.92
64.0,0.0,12,0.0,5.81,-27.4
64.0,15.0,1,0.225,6.651,-28.47
64.0,15.0,2,1.362,6.622,-23.83
64.0,15.0,3,3.378,6.03,-16.91
64.0,15.0,4,5.891,5.538,-6.54
64.0,15.0,5,7.565,4.755,0.26
64.0,15.0,6,7.435,5.004,11.13
64.0,15.0,7,7.429,3.896,14.08
64.0,15.0,8,5.518,4.342,9.74
64.0,15.0,9,3.169,5.094,3.26
64.0,15.0,10,1.862,5.393,-7.89
64.0,15.0,11,0.541,4.964,-15.83
64.0,15.0,12,0.0,5.979,-24.88
64.0,30.0,1,0.332,6.29,-26.87
64.0,30.0,2,1.344,6.29,-23.34
64.0,30.0,3,3.195,5.967,-16.56
64.0,30.0,4,5.55,5.262,-5.59
64.0,30.0,5,7.563,5.28,4.89
64.0,30.0,6,7.35,4.033,11.5
64.0,30.0,7,7.519,4.841,15.89
64.0,30.0,8,5.517,4.441,11.41
64.0,30.0,9,3.426,4.309,2.54
64.0,30.0,10,1.795,5.264,-8.0
64.0,30.0,11,0.564,5.92,-15.98
64.0,30.0,12,0.0,6.472,-23.13
64.0,45.0,1,0.285,6.64,-25.78
64.0,45.0,2,1.542,6.784,-22.17
64.0,45.0,3,3.176,5.874,-15.68
64.0,45.0,4,5.741,5.849,-5.51
64.0,45.0,5,7.518,5.081,5.85
64.0,45.0,6,7.498,3.983,14.67
64.0,45.0,7,7.586,4.525,16.75
64.0,45.0,8,5.58,4.075,11.45
64.0,45.0,9,3.348,5.446,6.22
64.0,45.0,10,1.806,5.395,-4.42
64.0,45.0,11,0.677,5.907,-15.75
64.0,45.0,12,0.0,6.496,-21.54
64.0,60.0,1,0.278,6.645,-25.17
64.0,60.0,2,1.306,6.09,-22.66
64.0,60.0,3,3.29,5.758,-14.5
64.0,60.0,4,5.598,5.303,-3.15
64.0,60.0,5,7.373,5.078,7.88
64.0,60.0,6,7.556,4.33,16.22
64.0,60.0,7,7.535,4.059,17.54
64.0,60.0,8,5.657,4.447,14.88
64.0,60.0,9,3.24,5.103,6.02
64.0,60.0,10,1.679,4.984,-4.07
64.0,60.0,11,0.595,5.775,-12.77
64.0,60.0,12,0.0,5.685,-21.06
64.0,75.0,1,0.599,5.456,-22.21
64.0,75.0,2,1.324,6.163,-22.42
64.0,75.0,3,3.199,5.813,-12.8
64.0,75.0,4,5.649,5.483,-2.75
64.0,75.0,5,7.27,5.45,6.82
64.0,75.0,6,7.394,4.211,16.41
64.0,75.0,7,7.669,4.406,21.28
64.0,75.0,8,5.473,4.211,15.16
64.0,75.0,9,3.323,5.04,6.74
64.0,75.0,10,1.606,5.94,-1.08
64.0,75.0,11,0.515,5.422,-13.18
64.0,75.0,12,0.075,5.875,-22.2
64.0,90.0,1,0.328,6.206,-25.2
64.0,90.0,2,1.45,6.78,-22.57
64.0,90.0,3,3.091,5.414,-12.11
64.0,90.0,4,5.759,5.1,-3.2
64.0,90.0,5,7.508,5.087,9.8
64.0,90.0,6,7.423,3.994,16.55
64.0,90.0,7,7.484,3.967,18.17
64.0,90.0,8,5.685,4.251,14.45
64.0,90.0,9,3.538,4.465,9.42
64.0,90.0,10,1.568,4.409,-2.25
64.0,90.0,11,0.678,6.411,-13.94
64.0,90.0,12,0.0,6.137,-20.87
64.0,105.0,1,0.323,6.432,-26.64
64.0,105.0,2,1.417,6.429,-20.58
64.0,105.0,3,3.178,5.195,-15.44
64.0,105.0,4,5.936,5.642,-4.38
64.0,105.0,5,7.475,4.466,7.56
64.0,105.0,6,7.551,4.042,15.15
64.0,105.0,7,7.687,3.744,17.93
64.0,105.0,8,5.727,4.342,15.1
64.0,105.0,9,3.301,5.181,6.02
64.0,105.0,10,1.922,4.988,-2.72
64.0,105.0,11,0.508,5.55,-13.05
64.0,105.0,12,0.0,6.059,-20.5
64.0,120.0,1,0.575,6.301,-27.52
64.0,120.0,2,1.584,5.88,-23.26
64.0,120.0,3,3.11,5.3,-14.48
64.0,120.0,4,5.747,5.565,-6.24
64.0,120.0,5,7.551,4.066,5.51
64.0,120.0,6,7.656,3.681,12.91
64.0,120.0,7,7.392,3.411,15.45
64.0,120.0,8,5.58,3.936,14.02
64.0,120.0,9,3.398,4.493,4.82
64.0,120.0,10,1.966,5.155,-5.36
64.0,120.0,11,0.357,5.403,-14.04
64.0,120.0,12,0.126,6.187,-23.41
64.0,135.0,1,0.443,6.399,-27.5
64.0,135.0,2,1.245,5.733,-23.52
64.0,135.0,3,3.292,5.484,-17.26
64.0,135.0,4,5.63,4.932,-6.31
64.0,135.0,5,7.347,4.413,3.63
64.0,135.0,6,7.398,3.612,11.06
64.0,135.0,7,7.885,3.912,14.99
64.0,135.0,8,5.796,3.069,9.21
64.0,135.0,9,3.308,4.284,2.31
64.0,135.0,10,1.761,4.518,-5.64
64.0,135.0,11,0.592,5.588,-16.79
64.0,135.0,12,0.0,5.833,-22.92
64.0,150.0,1,0.576,6.18,-28.6
64.0,150.0,2,1.329,5.994,-25.46
64.0,150.0,3,3.214,4.298,-20.48
64.0,150.0,4,5.911,5.481,-6.6
64.0,150.0,5,7.41,4.123,0.87
64.0,150.0,6,7.473,4.444,8.47
64.0,150.0,7,7.872,3.716,12.63
64.0,150.0,8,5.5,3.894,11.02
64.0,150.0,9,3.321,4.065,2.64
64.0,150.0,10,1.754,5.2,-9.27
64.0,150.0,11,0.532,5.3,-16.66
64.0,150.0,12,0.0,6.039,-26.34
64.0,165.0,1,0.258,5.838,-28.69
64.0,165.0,2,1.351,5.609,-27.27
64.0,165.0,3,3.345,5.209,-18.72
64.0,165.0,4,5.778,4.376,-8.61
64.0,165.0,5,7.408,3.819,2.37
64.0,165.0,6,7.427,4.114,7.21
64.0,165.0,7,7.592,3.669,10.38
64.0,165.0,8,5.511,3.273,7.56
64.0,165.0,9,3.228,3.931,2.73
64.0,165.0,10,1.792,5.003,-9.32
64.0,165.0,11,0.421,5.306,-18.3
64.0,165.0,12,0.279,5.482,-24.93
66.0,-180.0,1,0.274,5.293,-29.08
66.0,-180.0,2,0.981,5.57,-28.69
66.0,-180.0,3,2.941,5.805,-22.19
66.0,-180.0,4,5.39,5.13,-10.75
66.0,-180.0,5,7.344,3.742,-1.19
66.0,-180.0,6,7.472,3.883,6.6
66.0,-180.0,7,7.416,3.704,10.94
66.0,-180.0,8,5.543,3.658,8.79
66.0,-180.0,9,3.06,4.146,-0.76
66.0,-180.0,10,1.476,4.056,-11.38
66.0,-180.0,11,0.28,5.361,-20.53
66.0,-180.0,12,0.144,5.982,-26.5
66.0,-165.0,1,0.358,6.422,-29.92
66.0,-165.0,2,1.304,5.923,-26.92
66.0,-165.0,3,2.956,5.155,-20.21
66.0,-165.0,4,5.635,4.657,-10.38
66.0,-165.0,5,7.065,4.096,2.58
66.0,-165.0,6,7.554,3.876,10.01
66.0,-165.0,7,7.757,4.463,10.13
66.0,-165.0,8,5.651,4.27,8.76
66.0,-165.0,9,3.007,4.679,0.57
66.0,-165.0,10,1.263,4.91,-9.1
66.0,-165.0,11,0.584,5.837,-21.76
66.0,-165.0,12,0.0,5.249,-28.32
66.0,-150.0,1,0.061,5.421,-29.44
66.0,-150.0,2,1.171,5.238,-27.61
66.0,-150.0,3,2.918,5.163,-18.71
66.0,-150.0,4,5.565,5.089,-7.55
66.0,-150.0,5,7.311,4.187,1.5
66.0,-150.0,6,7.556,3.446,8.99
66.0,-150.0,7,7.498,3.344,13.13
66.0,-150.0,8,5.605,3.204,8.84
66.0,-150.0,9,3.107,3.651,2.37
66.0,-150.0,10,1.414,4.572,-8.65
66.0,-150.0,11,0.366,5.777,-19.71
66.0,-150.0,12,0.059,5.696,-27.76
66.0,-135.0,1,0.207,5.613,-27.7
66.0,-135.0,2,1.174,6.198,-25.9
66.0,-135.0,3,3.136,5.182,-17.61
66.0,-135.0,4,5.622,5.312,-6.88
66.0,-135.0,5,7.357,4.013,4.0
66.0,-135.0,6,7.354,3.484,13.09
66.0,-135.0,7,7.716,3.668,14.21
66.0,-135.0,8,5.659,4.477,10.38
66.0,-135.0,9,3.096,4.374,4.54
66.0,-135.0,10,1.574,5.073,-6.43
66.0,-135.0,11,0.41,5.456,-16.05
66.0,-135.0,12,0.236,5.044,-25.04
66.0,-120.0,1,0.505,6.387,-28.73
66.0,-120.0,2,1.085,5.475,-24.05
66.0,-120.0,3,3.056,5.866,-17.04
66.0,-120.0,4,5.613,4.006,-4.5
66.0,-120.0,5,7.338,4.292,6.34
66.0,-120.0,6,7.615,3.828,13.88
66.0,-120.0,7,7.726,3.87,15.01
66.0,-120.0,8,5.48,3.929,13.33
66.0,-120.0,9,3.294,4.166,6.97
66.0,-120.0,10,1.592,4.733,-4.56
66.0,-120.0,11,0.264,5.607,-17.43
66.0,-120.0,12,0.0,5.127,-26.15
66.0,-105.0,1,0.291,6.043,-28.3
66.0,-105.0,2,1.231,5.764,-25.99
66.0,-105.0,3,2.96,5.811,-15.89
66.0,-105.0,4,5.401,5.188,-4.21
66.0,-105.0,5,7.326,4.424,6.58
66.0,-105.0,6,7.541,4.071,15.71
66.0,-105.0,7,7.466,4.136,19.2
66.0,-105.0,8,5.543,3.834,13.63
66.0,-105.0,9,3.171,4.151,5.57
66.0,-105.0,10,1.318,4.885,-4.17
66.0,-105.0,11,0.15,5.357,-15.91
66.0,-105.0,12,0.062,5.499,-25.07
66.0,-90.0,1,0.099,6.017,-28.38
66.0,-90.0,2,1.1,5.714,-24.96
66.0,-90.0,3,2.939,5.19,-13.87
66.0,-90.0,4,5.494,5.057,-1.62
66.0,-90.0,5,7.182,4.041,7.4
66.0,-90.0,6,7.608,3.803,14.73
66.0,-90.0,7,7.777,4.151,18.58
66.0,-90.0,8,5.573,4.171,14.5
66.0,-90.0,9,3.292,4.991,6.69
66.0,-90.0,10,1.589,4.998,-4.7
66.0,-90.0,11,0.364,5.428,-17.63
66.0,-90.0,12,0.027,5.981,-25.18
66.0,-75.0,1,0.194,6.339,-27.6
66.0,-75.0,2,1.102,6.586,-26.72
66.0,-75.0,3,2.964,5.437,-17.17
66.0,-75.0,4,5.502,5.492,-4.26
66.0,-75.0,5,7.401,4.673,5.38
66.0,-75.0,6,7.508,4.172,13.56
66.0,-75.0,7,7.531,3.978,17.02
66.0,-75.0,8,5.593,4.302,13.13
66.0,-75.0,9,3.038,4.271,4.91
66.0,-75.0,10,1.359,4.667,-4.79
66.0,-75.0,11,0.264,5.357,-15.83
66.0,-75.0,12,0.0,6.251,-26.36
66.0,-60.0,1,0.293,6.398,-28.48
66.0,-60.0,2,1.091,5.777,-26.79
66.0,-60.0,3,3.136,5.417,-17.45
66.0,-60.0,4,5.566,4.715,-7.51
66.0,-60.0,5,7.369,4.227,3.38
66.0,-60.0,6,7.322,4.027,10.29
66.0,-60.0,7,7.574,4.238,13.92
66.0,-60.0,8,5.513,4.093,12.43
66.0,-60.0,9,3.053,4.118,3.91
66.0,-60.0,10,1.552,5.431,-8.15
66.0,-60.0,11,0.307,5.267,-17.15
66.0,-60.0,12,0.0,6.472,-25.89
66.0,-45.0,1,0.392,6.957,-30.1
66.0,-45.0,2,1.047,5.836,-26.18
66.0,-45.0,3,3.031,5.371,-21.79
66.0,-45.0,4,5.617,5.363,-10.07
66.0,-45.0,5,7.457,4.324,1.44
66.0,-45.0,6,7.442,4.225,8.8
66.0,-45.0,7,7.596,4.7,12.33
66.0,-45.0,8,5.434,3.896,11.16
66.0,-45.0,9,3.156,5.06,3.12
66.0,-45.0,10,1.437,5.361,-8.2
66.0,-45.0,11,0.283,6.415,-18.83
66.0,-45.0,12,0.057,6.401,-26.71
66.0,-30.0,1,0.016,6.054,-30.45
66.0,-30.0,2,1.011,6.174,-25.95
66.0,-30.0,3,2.892,5.528,-19.32
66.0,-30.0,4,5.507,5.325,-8.78
